诗编号,作者,卷编号,篇名,题材特征,末句韵部
21608,元稹,卷412_22,使东川•嘉陵江二首（2）,211411,22
21609,元稹,卷412_23,使东川•西县驿,1523012,20
21610,元稹,卷412_24,使东川•望喜驿,1102010,15
21611,元稹,卷412_25,使东川•好时节,121011,15
21612,元稹,卷412_26,使东川•夜深行,132200,22
21613,元稹,卷412_27,使东川•望驿台（三月尽）,203120,9
21614,元稹,卷412_28,赠咸阳少府萧郎,1120001,21
21615,元稹,卷412_29,赠吕三校书,311012,21
21616,元稹,卷412_30,封书,23020,14
21617,元稹,卷412_31,仁风李著作园醉后寄李十,401012,3
21618,元稹,卷412_32,灯影,2000000,25
21619,元稹,卷412_33,贬江陵途中寄乐天、杓直杓直…铁乐天以拾遗在翰林,11203,11
21620,元稹,卷412_34,渡汉江（去年春，奉使东川，经嶓冢山下）,1021302,11
21621,元稹,卷412_35,哀病骢呈致用,2211203,16
21622,元稹,卷412_36,送岭南崔侍御,2431302,4
21623,元稹,卷412_37,酬乐天八月十五夜禁中独直玩月见寄,2312220,26
21624,元稹,卷412_38,予病瘴，乐天寄通中散、碧腴垂云膏…因有酬答,3202010,22
21625,元稹,卷413_1,陪诸公游故江西韦大夫通德湖旧居有感…韦大夫旧僚也,320211,6
21626,元稹,卷413_2,送友封二首（黔府窦巩字友封）（1）,1422213,6
21627,元稹,卷413_2,送友封二首（黔府窦巩字友封）（2）,1040200,15
21628,元稹,卷413_3,放言五首（1）,20011,19
21629,元稹,卷413_3,放言五首（2）,1211202,3
21630,元稹,卷413_3,放言五首（3）,1200101,10
21631,元稹,卷413_3,放言五首（4）,110102,13
21632,元稹,卷413_3,放言五首（5）,1121002,22
21633,元稹,卷413_4,刘二十八以文石枕见赠仍题绝句以将厚意…兼广为四韵,1010000,15
21634,元稹,卷413_5,奉和严司空重阳日同崔常侍崔郎中…登龙山落帽台佳宴,1301203,5
21635,元稹,卷413_6,送王十一郎游剡中,325322,14
21636,元稹,卷413_7,送友封,1231200,10
21637,元稹,卷413_8,送致用,1311211,11
21638,元稹,卷413_9,早春登龙山静胜寺时非休浣司空特许是行因赠幕中诸公,2111303,10
21639,元稹,卷413_10,书乐天纸,1000010,3
21640,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（1）,2200000,3
21641,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（2）,1100000,10
21642,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（3）,1011011,6
21643,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（4）,1200011,3
21644,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（5）,100000,21
21645,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（6）,0,14
21646,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（7）,1011010,21
21647,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（8）,100000,9
21648,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（9）,0,15
21649,元稹,卷413_11,酬孝甫见赠十首（各酬本意，次用旧韵）（10）,100000,25
21650,元稹,卷413_12,和乐天招钱蔚章看山绝句,1011110,6
21651,元稹,卷413_13,折枝花赠行,230001,3
21652,元稹,卷413_14,寄刘颇二首（1）,210001,6
21653,元稹,卷413_14,寄刘颇二首（2）,22010,21
21654,元稹,卷413_15,晨起送使，病不行，因过王十一馆居二首（1）,100000,24
21655,元稹,卷413_15,晨起送使，病不行，因过王十一馆居二首（2）,100000,6
21656,元稹,卷413_16,送孙胜,422202,0
21657,元稹,卷413_17,游三寺回呈上府主严司空时因寻寺…故以诗自诮尔,1012111,25
21658,元稹,卷413_18,远望,2202,19
21659,元稹,卷413_19,早春寻李校书,1402304,11
21660,元稹,卷413_20,过襄阳楼呈上府主严司空楼在江陵节度使宅北隅,2534314,22
21661,元稹,卷413_21,八月六日与僧如展、前松滋主簿韦戴同游碧涧寺…平声韵,3021203,4
21662,元稹,卷413_22,奉和窦容州,3000201,0
21663,元稹,卷413_23,卢头陀诗,1211103,25
21664,元稹,卷413_24,醉别卢头陀,330110,3
21665,元稹,卷414_1,陪张湖南宴望岳楼，稹为监察御史张中丞知杂事,323101,14
21666,元稹,卷414_2,岳阳楼,1311301,2
21667,元稹,卷414_3,寄庾敬休,200200,25
21668,元稹,卷414_4,花栽二首（一作买花栽）（1）,221103,9
21669,元稹,卷414_4,花栽二首（一作买花栽）（2）,110101,13
21670,元稹,卷414_5,宿石矶,121512,15
21671,元稹,卷414_6,遭风二十韵,5976833,3
21672,元稹,卷414_13,赠崔元儒,111003,6
21673,元稹,卷414_14,鄂州寓馆严涧宅（时涧不在）,1511311,1
21674,元稹,卷414_15,送杜元颖,1031110,10
21675,元稹,卷414_16,贻蜀五首•病马诗寄上李尚书,1001111,12
21676,元稹,卷414_17,贻蜀五首•李中丞表臣,111011,10
21677,元稹,卷414_18,贻蜀五首•卢评事子蒙,1311011,0
21678,元稹,卷414_19,贻蜀五首•张校书元夫,2100000,5
21679,元稹,卷414_20,贻蜀五首•韦兵曹臧文,1101212,5
21680,元稹,卷414_21,赠严童子（严司空孙字照郎十岁能赋诗往往有奇句）,1110001,10
21681,元稹,卷414_22,桐孙诗（后元和十年诏召入京及通州司马以后诗）,121412,12
21682,元稹,卷414_23,西归绝句十二首（1）,421010,21
21683,元稹,卷414_23,西归绝句十二首（2）,212303,14
21684,元稹,卷414_23,西归绝句十二首（3）,100000,6
21685,元稹,卷414_23,西归绝句十二首（4）,410002,3
21686,元稹,卷414_23,西归绝句十二首（5）,1,19
21687,元稹,卷414_23,西归绝句十二首（6）,10000,26
21688,元稹,卷414_23,西归绝句十二首（7）,1,26
21689,元稹,卷414_23,西归绝句十二首（8）,3202,25
21690,元稹,卷414_23,西归绝句十二首（9）,2111303,25
21691,元稹,卷414_23,西归绝句十二首（10）,101000,6
21692,元稹,卷414_23,西归绝句十二首（11）,101102,7
21693,元稹,卷414_23,西归绝句十二首（12）,203102,16
21694,元稹,卷414_24,留呈梦得、子厚、致用（题蓝桥驿）,3312121,7
21695,元稹,卷414_25,小碎,10000,5
21696,元稹,卷414_26,和乐天高相宅,111011,10
21697,元稹,卷414_27,和乐天仇家酒,110001,26
21698,元稹,卷414_28,和乐天赠云寂僧,10000,16
21699,元稹,卷414_29,沣西别乐天博载樊宗宪李景信两秀才…三月三十日相饯送,230001,25
21700,元稹,卷414_30,寄昙、嵩、寂三上人,0,14
21701,元稹,卷414_31,题漫天岭智藏师兰若僧云住此二十八年,1010000,21
21702,元稹,卷414_32,苍溪县寄扬州兄弟,100301,25
21703,元稹,卷414_33,赠吴渠州从姨兄士则,32212,21
21704,元稹,卷414_34,长滩梦李绅,200000,13
21705,元稹,卷415_1,新政县,113120,10
21706,元稹,卷415_2,南昌滩,231403,3
21707,元稹,卷415_27,见乐天诗,1000110,7
21708,元稹,卷415_28,夜坐,523031,21
21709,元稹,卷415_29,闻乐天授江州司马,200100,2
21710,元稹,卷415_30,岁日赠拒非,1021111,0
21711,元稹,卷415_31,送卢戡,3130100,21
21712,元稹,卷415_32,雨声,110300,22
21713,元稹,卷415_33,奉和荥阳公离筵作,111101,22
21714,元稹,卷415_34,嘉陵水（此后并通州诗）,1402,26
21715,元稹,卷415_35,阆州开元寺壁题乐天诗,10000,3
21716,元稹,卷415_36,凭李忠州寄书乐天,212210,25
21717,元稹,卷415_37,得乐天书,100,5
21718,元稹,卷415_38,寄乐天,100000,14
21719,元稹,卷415_39,酬知退,0,11
21720,元稹,卷415_40,通州,103212,14
21721,元稹,卷415_41,酬乐天书后三韵,100000,5
21722,元稹,卷415_42,相忆泪,3010301,25
21723,元稹,卷415_43,喜李十一景信到,0,25
21724,元稹,卷415_44,与李十一夜饮,10202,6
21725,元稹,卷415_45,赠李十一,10111,10
21726,元稹,卷415_46,寒食日,1001203,25
21727,元稹,卷415_47,三兄以白角巾寄遗，发不胜冠，因有感叹,2100101,10
21728,元稹,卷415_48,别李十一五绝（1）,120000,25
21729,元稹,卷415_48,别李十一五绝（2）,41010,25
21730,元稹,卷415_48,别李十一五绝（3）,1000000,25
21731,元稹,卷415_48,别李十一五绝（4）,1120200,25
21732,元稹,卷415_48,别李十一五绝（5）,20100,25
21733,元稹,卷415_49,酬乐天醉别,20000,9
21734,元稹,卷415_50,酬乐天雨后见忆,2200000,25
21735,元稹,卷415_51,和乐天过秘阁书省旧厅,100000,9
21736,元稹,卷415_52,和乐天赠杨秘书,221010,22
21737,元稹,卷415_53,和乐天题王家亭子,200101,19
21738,元稹,卷415_54,酬乐天频梦微之,301202,11
21739,元稹,卷415_55,琵琶,101000,23
21740,元稹,卷415_56,春词,201202,25
21741,元稹,卷416_1,酬乐天春寄微之,212304,0
21742,元稹,卷416_2,酬乐天舟泊夜读微之诗,101201,22
21743,元稹,卷416_3,酬乐天武关南见微之题山石榴花诗,110011,3
21744,元稹,卷416_4,酬乐天见寄,0,13
21745,元稹,卷416_5,酬乐天得稹所寄纻丝布白轻庸制成衣服以诗报之,211011,1
21746,元稹,卷416_6,和乐天寻郭道士不遇（昔尝为僧，于荆州相别）,1110000,1
21747,元稹,卷416_7,酬乐天寄生衣,100000,11
21748,元稹,卷416_8,酬乐天得微之诗知通州事因成四首（1）,1110206,25
21749,元稹,卷416_8,酬乐天得微之诗知通州事因成四首（2）,220201,5
21750,元稹,卷416_8,酬乐天得微之诗知通州事因成四首（3）,2031101,19
21751,元稹,卷416_8,酬乐天得微之诗知通州事因成四首（4）,112,5
21752,元稹,卷416_9,酬乐天闻李尚书拜相以诗见贺,401111,15
21753,元稹,卷416_10,酬乐天叹穷愁见寄,1501010,11
21754,元稹,卷416_11,酬乐天三月三日见寄,400002,16
21755,元稹,卷416_12,酬乐天叹损伤见寄,1322112,21
21756,元稹,卷416_13,瘴塞,102111,3
21757,元稹,卷416_14,红荆,301022,10
21758,元稹,卷416_15,黄草峡听柔之琴二首（1）,2000,13
21759,元稹,卷416_15,黄草峡听柔之琴二首（2）,1120000,13
21760,元稹,卷416_16,书剑,10101,11
21761,元稹,卷416_17,内状诗寄杨、白二员外（时知制诰）,1021000,21
21762,元稹,卷416_18,别毅郎（此后三首，工部侍郎时诗）（1）,30101,21
21763,元稹,卷416_18,别毅郎（此后三首，工部侍郎时诗）（2）,200000,10
21764,元稹,卷416_19,自责,2000001,18
21765,元稹,卷416_20,送公度之福建（此后并同州刺史时作）,1001100,4
21766,元稹,卷416_21,喜五兄自泗州至,0,3
21767,元稹,卷416_22,杏花,1111012,9
21768,元稹,卷416_23,第三岁日咏春风，凭杨员外寄长安柳,301000,22
21769,元稹,卷416_24,赠别杨员外巨源,111112,3
21770,元稹,卷416_25,寄乐天二首（1）,1312101,10
21771,元稹,卷416_25,寄乐天二首（2）,1010000,13
21772,元稹,卷416_26,听妻弹别鹤操,10000,15
21773,元稹,卷416_27,和王侍郎酬广宣上人观放榜后相贺,1010010,3
21774,元稹,卷417_1,酬乐天喜邻郡（此后并越州酬和并各次用本韵）,201200,10
21775,元稹,卷417_2,再酬复言和前篇,1130001,10
21776,元稹,卷417_3,赠乐天,10000,19
21777,元稹,卷417_4,重赠（乐人商玲珑能歌，歌予数十诗）,121110,3
21778,元稹,卷417_5,别后西陵晚眺,1112010,9
21779,元稹,卷417_6,以州宅夸于乐天,124333,9
21780,元稹,卷417_7,重夸州宅旦暮景色，兼酬前篇末句,1312201,5
21781,元稹,卷417_8,酬乐天吟张员外诗见寄因思上京每与乐天…咏张新诗,120101,3
21782,元稹,卷417_9,寄乐天,121110,21
21783,元稹,卷417_10,戏赠乐天、复言（此后三篇同韵）,1221201,6
21784,元稹,卷417_11,重酬乐天,100,6
21785,元稹,卷417_12,再酬复言,1112211,6
21786,元稹,卷417_13,郡务稍简因得整比旧诗并连缀焚削封章繁委箧笥…乐天,100011,3
21787,元稹,卷417_14,酬乐天馀思不尽加为六韵之作,2100000,10
21788,元稹,卷417_15,寄乐天,202102,7
21789,元稹,卷417_16,酬乐天雪中见寄,2536714,6
21790,元稹,卷417_17,和乐天早春见寄,332301,19
21791,元稹,卷417_18,酬复言长庆四年元日郡斋感怀见寄,221002,4
21792,元稹,卷417_19,代郡斋神答乐天,1121021,3
21793,元稹,卷417_20,酬乐天重寄别,11000,3
21794,元稹,卷417_21,和乐天重题别东楼,524212,3
21795,元稹,卷417_22,馀杭周从事以十章见寄词调清婉难于遍酬聊和…答来贶,133113,14
21796,元稹,卷417_23,寄浙西李大夫四首（1）,2202111,10
21797,元稹,卷417_23,寄浙西李大夫四首（2）,0,3
21798,元稹,卷417_23,寄浙西李大夫四首（3）,211000,22
21799,元稹,卷417_23,寄浙西李大夫四首（4）,120200,27
21800,元稹,卷417_24,初除浙东，妻有阻色，因以四韵晓之,1222111,25
21801,元稹,卷417_25,为乐天自勘诗集因思顷年城南醉归马上递唱艳曲…成篇,300010,22
21802,元稹,卷417_26,题长庆四年历日尾,112000,15
21803,元稹,卷418_1,梦上天（此后十首，并和刘猛）,1424131,65
21804,元稹,卷418_2,冬白纻,401021,62
21805,元稹,卷418_3,将进酒,1950015,3
21806,元稹,卷418_4,采珠行,4000101,10
21807,元稹,卷418_5,董逃行,22020,33
21808,元稹,卷418_6,忆远曲,900102,75
21809,元稹,卷418_7,夫远征,2362121,22
21810,元稹,卷418_8,织妇词,1110002,51
21811,元稹,卷418_9,田家词（一作田家行）,204027,65
21812,元稹,卷418_10,侠客行,10012,101
21813,元稹,卷418_11,君莫非（此后九首和李馀）,200303,4
21814,元稹,卷418_12,田野狐兔行,107,40
21815,元稹,卷418_13,当来日大难行,150013,21
21816,元稹,卷418_14,人道短,9521133,21
21817,元稹,卷418_15,苦乐相倚曲,1702040,10
21818,元稹,卷418_16,出门行,9784182,62
21819,元稹,卷418_17,捉捕歌,3250012,65
21820,元稹,卷418_18,古筑城曲五解（1）,14010,22
21821,元稹,卷418_18,古筑城曲五解（2）,33030,101
21822,元稹,卷418_18,古筑城曲五解（3）,35050,54
21823,元稹,卷418_18,古筑城曲五解（4）,12010,19
21824,元稹,卷418_18,古筑城曲五解（5）,123110,14
21825,元稹,卷418_19,估客乐,3254046,15
21826,元稹,卷419_1,连昌宫词,6999599,22
21827,元稹,卷419_2,望云骓马歌,8626497,3
21828,元稹,卷419_3,和李校书新题乐府十二首•上阳白发人,4933196,62
21829,元稹,卷419_4,和李校书新题乐府十二首•华原磬,3301001,82
21830,元稹,卷419_5,和李校书新题乐府十二首•五弦弹,2213122,16
21831,元稹,卷419_6,和李校书新题乐府十二首•西凉伎,1597032,25
21832,元稹,卷419_7,和李校书新题乐府十二首•法曲,2329061,98
21833,元稹,卷419_8,和李校书新题乐府十二首•驯犀,3123221,51
21834,元稹,卷419_9,和李校书新题乐府十二首•立部伎,326030,79
21835,元稹,卷419_10,和李校书新题乐府十二首•骠国乐,1111021,19
21836,元稹,卷419_11,和李校书新题乐府十二首•胡旋女,1117112,75
21837,元稹,卷419_12,和李校书新题乐府十二首•蛮子朝,3322213,31
21838,元稹,卷419_13,和李校书新题乐府十二首•缚戎人,4569393,94
21839,元稹,卷419_14,和李校书新题乐府十二首•阴山道,7534224,78
21840,元稹,卷420_1,有鸟二十章（庚寅）（1）,0,3
21841,元稹,卷420_1,有鸟二十章（庚寅）（2）,1120100,77
21842,元稹,卷420_1,有鸟二十章（庚寅）（3）,21112,98
21843,元稹,卷420_1,有鸟二十章（庚寅）（4）,1100000,25
21844,元稹,卷420_1,有鸟二十章（庚寅）（5）,220101,7
21845,元稹,卷420_1,有鸟二十章（庚寅）（6）,0,99
21846,元稹,卷420_1,有鸟二十章（庚寅）（7）,100000,15
21847,元稹,卷420_1,有鸟二十章（庚寅）（8）,0,84
21848,元稹,卷420_1,有鸟二十章（庚寅）（9）,0,89
21849,元稹,卷420_1,有鸟二十章（庚寅）（10）,1000000,16
21850,元稹,卷420_1,有鸟二十章（庚寅）（11）,410000,33
21851,元稹,卷420_1,有鸟二十章（庚寅）（12）,202102,98
21852,元稹,卷420_1,有鸟二十章（庚寅）（13）,1311001,89
21853,元稹,卷420_1,有鸟二十章（庚寅）（14）,301104,4
21854,元稹,卷420_1,有鸟二十章（庚寅）（15）,2301021,97
21855,元稹,卷420_1,有鸟二十章（庚寅）（16）,2000000,101
21856,元稹,卷420_1,有鸟二十章（庚寅）（17）,1000000,5
21857,元稹,卷420_1,有鸟二十章（庚寅）（18）,1001111,54
21858,元稹,卷420_1,有鸟二十章（庚寅）（19）,111020,94
21859,元稹,卷420_1,有鸟二十章（庚寅）（20）,126123,98
21860,元稹,卷420_2,有酒十章（1）,2022003,22
21861,元稹,卷420_2,有酒十章（2）,1236123,22
21862,元稹,卷420_2,有酒十章（3）,1071063,19
21863,元稹,卷420_2,有酒十章（4）,1320203,22
21864,元稹,卷420_2,有酒十章（5）,3222012,12
21865,元稹,卷420_2,有酒十章（6）,1873567,19
21866,元稹,卷420_2,有酒十章（7）,120002,75
21867,元稹,卷420_2,有酒十章（8）,1121313,21
21868,元稹,卷420_2,有酒十章（9）,2221113,98
21869,元稹,卷420_2,有酒十章（10）,1020102,65
21870,元稹,卷420_3,华之巫（景戌）,9040102,48
21871,元稹,卷420_4,庙之神,8132203,20
21872,元稹,卷421_1,村花晚（庚寅）,200002,21
21873,元稹,卷421_2,紫踯躅,719939,90
21874,元稹,卷421_3,山枇杷,5748819,15
21875,元稹,卷421_4,树上乌（癸卯）,500000,12
21876,元稹,卷421_5,琵琶歌（寄管儿，兼诲铁山。此后并新题乐府）,5999999,20
21877,元稹,卷421_6,小胡笳引（桂府王推官出蜀匠雷氏金徽琴请姜宣弹）,2937443,94
21878,元稹,卷421_7,去杭州（送王师范）,2563514,12
21879,元稹,卷421_8,南家桃,1320014,101
21880,元稹,卷421_9,志坚师,13202,103
21881,元稹,卷421_10,答子蒙,123011,36
21882,元稹,卷421_11,辛夷花（问韩员外）,220014,3
21883,元稹,卷421_12,厅前柏,1321014,19
21884,元稹,卷421_13,夜别筵,240003,39
21885,元稹,卷421_14,三泉驿,1121011,10
21886,元稹,卷421_15,何满子歌（张湖南座为唐有态作）,4551617,42
21887,元稹,卷421_16,通州丁溪馆夜别李景信三首（1）,214313,57
21888,元稹,卷421_16,通州丁溪馆夜别李景信三首（2）,1022313,89
21889,元稹,卷421_16,通州丁溪馆夜别李景信三首（3）,110001,97
21890,元稹,卷421_17,酬郑从事四年九月宴望海亭，次用旧韵,2594618,0
21891,元稹,卷422_1,梦游春七十韵,9969949,6
21892,元稹,卷422_2,桐花落,4610305,65
21893,元稹,卷422_3,梦昔时,421101,3
21894,元稹,卷422_4,恨妆成,210002,56
21895,元稹,卷422_5,古决绝词（1）,511021,3
21896,元稹,卷422_5,古决绝词（2）,241101,6
